Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Letter,Score
protection from enemies,TF-IDF,2,0.0,Bible,103,By David Bless the Lord O my soul O Lord my God You are magnified exceedingly You clothe Yourself with thanksgiving and majesty Who cover Yourself with light as with a garment Who stretch out the heavens like a curtain You are He who covers His upper chambers with waters Who makes the clouds His means of approach Who walks on the wings of the winds Who makes His angels spirits And His ministers a flame of fire He established the earth on its stable foundation It shall not be moved unto ages of ages The deep like a garment is His covering The waters shall stand upon the mountains At Your rebuke they shall flee At the sound of Your thunder they shall be afraid The mountains rise up and the plains sink down To the place You founded for them You set a boundary they shall not pass over Neither shall they return to cover the earth You are He who sends springs into the valley The waters shall pass between the mountains They shall give drink to all the wild animals of the field The wild asses shall quench their thirst The birds of heaven shall dwell beside them They shall sing from the midst of the rocks You are He who waters the mountains from His higher places The earth shall be satisfied with the fruit of Your works You are He who causes grass to grow for the cattle And the green plant for the service of man To bring forth bread from the earth And wine gladdens the heart of man To brighten his face with oil And bread strengthens mans heart The trees of the plain shall be full of fruit The cedars of Lebanon which You planted There the sparrows shall make their nests The house of the heron takes the lead among them The high mountains are for the deer The cliff is a refuge for the rabbits He made the moon for seasons The sun knows its setting You established darkness and it was night Wherein all the wild animals of the forest will prowl about The young lions roar and snatch their prey And seek their food from God The sun arises and they are gathered together And they shall be put to bed in their dens Man shall go out to his work And to his labor until evening O Lord Your works shall be magnified greatly You made all things in wisdom The earth was filled with Your creation There is this great and spacious sea The creeping things are there without number The living things are there both small and great There the ships pass through There is this dragon You formed to play therein All things wait upon You That You may give them food in due season When You give it tothem they shall gather it When You open Your hand all things shall be filled with Your goodness But when You turn Your face away they shall be troubled When You take away their breath they shall die And return again to their dust You shall send forth Your Spirit and they shall be created And You shall renew the face of the earth Let the glory of the Lord be forever The Lord shall be glad in His works He looks upon the earth and makes it tremble He touches the mountains and they smoke I will sing to the Lord all my life I will sing to my God as long as I exist May my words be pleasing to Him And I shall be glad in the Lord May sinners cease from the earth And the lawless so as to be no more Bless the Lord O my soul,True,E,4
protection from enemies,TF-IDF,2,0.0,Bible,96,By David when His earth is restored The Lord reigns let the earth greatly rejoice Let the many islands be glad Clouds and darkness surround Him Righteousness and judgment are the right ordering of His throne Fire shall go out before Him And burn up His enemies on every side His lightning gave light to the world The earth saw and was shaken The mountains melted like wax at the presence of the Lord At the presence of the Lord of all the earth The heavens proclaimed His righteousness All the peoples saw His glory Let all who worship the carved images be shamed All whoboast in their idols Worship Him all you His angels Zion heard and was glad And the daughters of Judah greatly rejoiced Because of Your judgments O Lord For You are the Lord Most High over all the earth Exalted exceedingly over all the gods You who love the Lord hate evil The Lord keeps the souls of His saints He shall deliver them from the hand of sinners Light dawned for the righteous And gladness for the upright in heart Be glad in the Lord O righteous ones And give thanks at the remembrance of His holiness,True,F,5
protection from enemies,TF-IDF,2,0.0,Bible,97,A psalm by David Sing a new song to the Lord For He did wondrous things His right hand and His holy arm Saved peoples for Him The Lord made known His salvation He revealed His righteousness in the sight of the Gentiles He remembered His mercy to Jacob And His truth to the house of Israel All the ends of the earth saw the salvation of our God Shout aloud to God all the earth Sing and greatly rejoice and sing psalms Sing to the Lord on a lyre On a lyre and with the voice of a psalm With trumpets of metal and the sound of a trumpet of horn Shout aloud before the Lord our King Let the sea be shaken and its fullness The world and those who dwell in it The rivers shall clap their hands together The mountains shall greatly rejoice For He comes to judge the earth He shall judge the world in righteousness And the peoples with uprightness,True,G,6
“Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of life”,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,False,A,1
“Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of life”,BERT,5,71.55,Bible,52,For the End for Mahaleth concerning understanding by David The fool said in his heart There is no God They are corrupt and abominable in lawlessness There is none who does good God looked from heaven upon the sons of men To see if there were any who understood or sought God All turned aside they were all together rendered useless There is none who does good not even one Do all the workers of lawlessness not know They eat up my people as they eat bread and do not call upon God They were in great fear where no fear was For God scattered the bones of menpleasers They were put to shame because God scorned them Who will bring the salvation of Israel out of Zion When God brings back the captivity of His people Jacob will greatly rejoice and Israel will be glad,False,B,0
“Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of life”,SBERT,5,97.42,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",False,C,2
“Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of life”,TF-IDF,5,3.7,Bible,26,Of David before he was anointed The Lord is my light and my savior whom shall I fear The Lord is the defender of my life whom shall I dread When the wicked drew near against me to eat up my flesh Those who afflict me and are my enemies they weakened and fell Though an army should array itself against me my heart shall not be afraid Though war should rise up against me in this I shall hope One thing I ask from the Lord this I will seek That I may dwell in the house of the Lord all the days of my life And behold the delights of the Lord And visit His temple For He hid me in His tabernacle in the day of my troubles He sheltered me in the secret place of His tabernacle He set me high upon a rock And now behold He has lifted up my head above my enemies I went around and offered in His tabernacle a sacrifice of joy Iwill sing tothe Lord and praise Him with the harp O Lord hear my voice wherein I cry Have mercy on me and hear me My heart speaks to You my face seeks You Your face O Lord I will seek Do not turn away Your face from me Do not turn away from Your servant in wrath Be my helper do not utterly cast me away Nor forsake me O God my savior For my father and my mother forsook me But the Lord laid hold of me Instruct me O Lord in the way of Your law Set me on a straight path because of my enemies Do not deliver me to the souls of those who afflict me For unjust witnesses rise up against me And injustice lies to itself I believe I shall see the Lords goodness in the land of the living Wait on the Lord Be courageous and strengthen your heart And wait on the Lord,False,D,3
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,False,A,0
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",BERT,3,68.41,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,False,B,1
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",SBERT,3,97.22,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",False,C,2
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",TF-IDF,3,7.17,Psalter,145,"Praise the Lord, O my soul. While I live will I praise the Lord; I will sing praises unto my God while I have any being. Put not your trust in princes, nor in the sons of men, in whom there is no salvation. His spirit shall go forth, and he shall return to his earth. In that very day shall all his thoughts perish. Blessed is he that hath the God of Jacob for his help, whose hope is in the Lord his God; Who made heaven, and earth, the sea, and all that therein is; Who keepeth truth for ever, Who executeth judgment for the wronged, Who giveth food to the hungry. The Lord looseth the fettered; the Lord giveth wisdom to the blind; the Lord raiseth up the fallen; the Lord loveth the righteous; the Lord preserveth the strangers. He shall take for His own the fatherless and widow, but the way of sinners shall He destroy. The Lord shall reign for ever; even thy God, O Zion, from generation to generation.",False,D,3
Forgivness,BERT,3,41.89,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me.",False,A,0
Forgivness,SBERT,3,95.9,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",False,B,1
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,A,1
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,BERT,2,72.61,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery.",False,B,2
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,SBERT,2,97.46,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",False,C,3
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF,2,12.92,Psalter,74,"Unto Thee, O God will give thanks; unto Thee will we give thanks, and call upon Thy name. I will tell of all Thy wondrous works. When I shall be given the appointed time, I will judge uprightly. The earth and all the inhabitants thereof are melted; I have made fast the pillars of it. I said unto the transgressors, Transgress not; and to the sinners, Lift not up the horn. Lift not up your horn on high, and speak not unrighteousness against God. For judgment cometh neither from the outgoings of the sun, nor from the west, nor from the desert mountains; for God is judge. He putteth down one, and raiseth up another; for in the hand of the Lord is a cup full of unmingled wine. And He hath turned it from this side to that, but the dregs thereof are not wholly emptied out; all the sinners of the earth shall drink of them. But I will rejoice for ever; I will sing praises to the God of Jacob. All the horns of the sinners also will I break, but the horn of the righteous shall be exalted.",False,D,0
Refuge ,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,A,0
Refuge ,BERT,2,17.81,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,False,B,1
Refuge ,SBERT,2,94.81,Psalter,148,"Praise ye the Lord from the heavens; praise Him in the highest. Praise ye Him, all His angels; praise ye him, all His hosts. Praise ye Him, sun and moon; praise Him, all ye stars and light. Praise Him, ye heaven of heavens, and thou water that art above the heavens. Let them praise the name of the Lord; for He spake, and they were made; He commanded, and they were created. He hath established them for ever and ever; He hath made a decree, and it shall not pass away. Praise the Lord from the earth, ye dragons and all deeps. Fire, and hail, snow, and ice, stormy wind, fulfilling His word; Mountains, and all hills; fruitful trees, and all cedars; Beasts, and all cattle; creeping things, and winged fowl; Kings of the earth, and all peoples; princes, and all judges of the earth; Both young men and maidens; old men, and children; Let them praise the name of the Lord, for His name alone is exalted. His praise is above the earth and heaven, and He shall exalt the horn of His people, A hymn is meet for all His saints; even for the sons of Israel, for the people that draw near unto Him.",False,C,2
Refuge ,TF-IDF,2,12.57,Bible,89,A prayer of Moses a man of God OLord You became a refuge to us in generation and generation Before the mountains were made And before the earth and the world were formed And from everlasting to everlasting You are Do not let man be turned back to humiliation And You said Return you sons of men For a thousand years in Your sight Are like yesterday which passed And like a watch in the night Years shall be objects of contempt to them In the morning let man pass by like grass In the morning let him blossom and pass by In the evening let him fall off be dried up and withered For we fainted in Your wrath And in Your wrath we were troubled You set our transgressions before You Our time in the light of Your face For all our days failed And in Your wrath we fainted Our years were spent in thought like a spider As for the days of our years their span is seventy years But if we stay strong perhaps eighty And most of them are labor and pain For meekness came upon us and we shall be chastened Who knows the power of Your wrath And who knows Your anger because of Your fear So make known Your right hand to us that we may number our days And our heart may be bound with wisdom Return O Lord how long And be entreated concerning Your servants We were filled with Your mercy in the morning And in all our days we greatly rejoiced and were glad Gladden us in return for the days You humbled us For the years we saw evil things And behold Your servants and Your works And guide their sons And let the brightness of the Lord our God be upon us And prosper for us the works of our hands,False,D,3
"Which psalms focus on repentance and moral failure, where the psalmist confesses sin, acknowledges personal guilt, and pleads for inner spiritual renewal and cleansing",TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,True,A,0
"Which psalms focus on repentance and moral failure, where the psalmist confesses sin, acknowledges personal guilt, and pleads for inner spiritual renewal and cleansing",BERT,2,74.58,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me.",True,B,3
"Which psalms focus on repentance and moral failure, where the psalmist confesses sin, acknowledges personal guilt, and pleads for inner spiritual renewal and cleansing",SBERT,2,97.91,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",True,C,2
"Which psalms focus on repentance and moral failure, where the psalmist confesses sin, acknowledges personal guilt, and pleads for inner spiritual renewal and cleansing",TF-IDF,2,4.13,Bible,31,By David concerning understanding Blessed are those whose transgressions are forgiven And whose sins are covered Blessed is the man whose sin the Lord does not take into account And in whose mouth there is no deceit Because I kept silent my bones grew old From my groaning all the day long For day and night Your hand was heavy upon me I became miserable when the thorn pierced me Pause I made known my sin And I did not hide my transgression I said I will confess my transgression to the Lord And You forgave the ungodliness of my sin Pause For this cause everyone who is holy will pray to Him in a wellfitted time Surely they will not draw near to Him in a flood of many waters You are my refuge from the oppression of those who surround me O my exceeding joy redeem me from those whoencircle me Pause I will give you understanding and I will teach you in the way you should walk I will fix My eyes on you Do not be like the horse and the mule which have no understanding You squeeze their jaws with bit and bridle Lest they come near you Many are the scourges of the sinner But he who hopes in the Lord mercy shall encircle him Be glad in the Lord and rejoice greatly O righteous ones And boast all you upright in heart,True,D,1
Refuge ,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,False,A,0
Refuge ,BERT,5,14.82,Psalter,1,"Blessed is the man that hath not walked in the counsel of the ungodly, nor stood in the way of sinners, nor sat in the seat of the pestilent. But his will is in the law of the Lord, and in His law shall he meditate day and night. And he shall be like the tree planted by the streams of waters, that shall bring forth his fruit in his season; his leaf also shall not fall, and whatsoever he doeth shall prosper. The ungodly are not so, not so: but are like the chaff which the wind driveth away from the face of the earth. Therefore the ungodly shall not rise up in the judgment, nor sinners in the congregation of the righteous. For the Lord knoweth the way of the righteous; but the way of the ungodly shall perish.",False,B,1
Refuge ,SBERT,5,94.69,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",False,C,2
Refuge ,TF-IDF,5,11.28,Bible,141,1Understanding by David when he was in the cave a prayer Icried to the Lord with my voice With my voice I prayed to the Lord I shall pour out my supplication before Him I shall declare my affliction in His presence When my spirit fainted within me Then You knew my paths For on the way Iwas going they hid a trap for me I looked on my right and saw There was no one who knew me Refuge failed me And there was no one who cared for my soul I cried to You O Lord I said You are my hope My portion in the land of the living Attend to my supplication For I was humbled exceedingly Deliver me from my persecutors For they are stronger than I Bring my soul out of prison To give thanks to Your name O Lord The righteous shall wait for me until You reward me,False,D,3
Create in me a clean heart,TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,True,A,0
Create in me a clean heart,BERT,1,69.89,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,True,B,1
Create in me a clean heart,SBERT,1,96.07,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",True,C,2
