Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Letter,Score
366,366,366,366,366,366,366,366,366,366,366,366,366,366,Love,SBERT,2,95.78,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,1
371,371,371,371,371,371,371,371,371,371,371,371,371,371,Love,TF-IDF,2,19.12,Bible,10,For the End a psalm by David In the Lord I trust How will you say to my soul Flee to the mountains like a sparrow See the sinners stretch tight their bow They prepare their arrows in the quiver That in a moonless night they may shoot down the upright in heart For the things You created they destroyed But what did the righteous man do The Lord is in His holy temple The Lord His throne is in heaven His eyes are fixed upon the poor man His eyelids examine the sons of men The Lord examines the righteous man and the ungodly man And he who loves unrighteousness hates his own soul He shall rain down snares upon sinners Fire and brimstone and a raging wind shall be the portion of their cup The righteous Lord loves righteousness His face beholds the upright,True,D,0
356,356,356,356,356,356,356,356,356,356,356,356,356,356,Love,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,True,A,3
361,361,361,361,361,361,361,361,361,361,361,361,361,361,Love,BERT,2,42.98,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long.",True,B,2
366,366,366,366,366,366,366,366,366,366,366,366,366,366,Love,SBERT,2,95.78,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,1
371,371,371,371,371,371,371,371,371,371,371,371,371,371,Love,TF-IDF,2,19.12,Bible,10,For the End a psalm by David In the Lord I trust How will you say to my soul Flee to the mountains like a sparrow See the sinners stretch tight their bow They prepare their arrows in the quiver That in a moonless night they may shoot down the upright in heart For the things You created they destroyed But what did the righteous man do The Lord is in His holy temple The Lord His throne is in heaven His eyes are fixed upon the poor man His eyelids examine the sons of men The Lord examines the righteous man and the ungodly man And he who loves unrighteousness hates his own soul He shall rain down snares upon sinners Fire and brimstone and a raging wind shall be the portion of their cup The righteous Lord loves righteousness His face beholds the upright,True,D,0
754,754,754,754,754,754,754,754,754,754,754,754,754,754,For His mercy endureth forever,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,True,A,3
759,759,759,759,759,759,759,759,759,759,759,759,759,759,For His mercy endureth forever,BERT,5,76.24,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,True,B,2
761,761,761,761,761,761,761,761,761,761,761,761,761,761,For His mercy endureth forever,SBERT,5,96.05,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,1
769,769,769,769,769,769,769,769,769,769,769,769,769,769,For His mercy endureth forever,TF-IDF,5,12.82,Psalter,99,"Shout with jubilation unto God, all the earth; Serve the Lord with gladness; come before His presence with rejoicing. Know ye that the Lord, He is our God; it is He that hath made us, and not we ourselves; we are His people, and the sheep of His pasture. Enter into His gates with thanksgiving, and into His courts with hymns; be thankful unto Him, and praise His name. For the Lord is good; His mercy endureth for ever and ever, and His truth from generation to generation.",True,D,0
754,754,754,754,754,754,754,754,754,754,754,754,754,754,For His mercy endureth forever,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,True,A,3
759,759,759,759,759,759,759,759,759,759,759,759,759,759,For His mercy endureth forever,BERT,5,76.24,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,True,B,2
761,761,761,761,761,761,761,761,761,761,761,761,761,761,For His mercy endureth forever,SBERT,5,96.05,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,1
769,769,769,769,769,769,769,769,769,769,769,769,769,769,For His mercy endureth forever,TF-IDF,5,12.82,Psalter,99,"Shout with jubilation unto God, all the earth; Serve the Lord with gladness; come before His presence with rejoicing. Know ye that the Lord, He is our God; it is He that hath made us, and not we ourselves; we are His people, and the sheep of His pasture. Enter into His gates with thanksgiving, and into His courts with hymns; be thankful unto Him, and praise His name. For the Lord is good; His mercy endureth for ever and ever, and His truth from generation to generation.",True,D,0
753,753,753,753,753,753,753,753,753,753,753,753,753,753,For His mercy endureth forever,TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,True,A,3
758,758,758,758,758,758,758,758,758,758,758,758,758,758,For His mercy endureth forever,BERT,4,76.28,Psalter,68,"Save me, O God, for the waters are come in unto my soul. am stuck fast in the deep mire, and there is no sure standing. I am come into the deeps of the sea, and a tempest hath overwhelmed me. I am weary of my crying, my throat is become hoarse, my eyes have failed from hoping in my God. They that hate me without a cause are multiplied more than the hairs of my head; mine enemies are grown strong that persecute me unjustly; then I restored that which I took not away. O God, Thou knowest my foolishness, and my trespasses are not hid from Thee. Let not those that wait on Thee, O Lord, Thou Lord of hosts, be ashamed for my sake; nor let them that seek Thee be confounded for my sake, O God of Israel. Because for Thy sake I have borne reproach; shame hath covered my face. I am become a stranger unto my brethren, and an alien unto my mother's sons. For the zeal of Thine house hath eaten me up, and the reproaches of them that reproach Thee are fallen upon me. And I covered my soul with fasting, and that was made a reproach unto me. I made sackcloth also my garment, and I became a byword unto them. They that sit in the gate spake against me, and they that drink wine made me their song. But as for me, with my prayer will I cry unto Thee, O Lord, at the time of Thy good pleasure. O God, in the multitude of Thy mercy hear me, in the truth of Thy salvation. Save me from the mire, that I may not stick fast; let me be delivered from them that hate me, and out of the deep waters. Let not the waterflood overwhelm me, neither let the deep swallow me up, and let not the pit shut her mouth upon me. Hear me, O Lord, for Thy mercy is good; look upon me according to the multitude of Thy tender mercies. Turn not Thy face away from Thy servant, for I am in trouble; hear me speedily. Draw nigh unto my soul, and redeem it; deliver me because of mine enemies. For Thou knowest my reproach, and my shame, and my dishonour. All they that trouble me are before Thee. My soul hath expected eproach and misery; and I looked for one that would grieve with me, but there was none; and for one that would comfort me, but found I none. They gave me also gall for my meat, and for my thirst they gave me vinegar to drink. Let their table become a snare before them, for a recompense, and for a stumbling block. Let their eyes be darkened, that they see not, and bow down their back continually. Pour out Thy wrath upon them, and let Thy wrathful anger take hold of them. Let their habitation be made desolate, and let none dwell in their tents. For they persecuted him whom Thou hast smitten, and they have added to the pain of my wounds. Add iniquity unto their iniquity, and let them not come into Thy righteousness. Let them be blotted out of the book of the living, and not be written with the righteous. I am poor and sorrowful; let Thy salvation, O God, be quick to help me. I will praise the name of my God with a song; I will magnify Him with praise. And this shall please God better than a young calf that hath horns and hoofs. Let the needy see this, and be glad; seek ye God, and your soul shall live. For the Lord hath heard the poor, and hath not despised His prisoners. Let the heavens and the earth praise Him; the sea and every thing that creepeth therein. For God will save Zion, and the cities of Judah shall be built up; and they shall dwell there, and inherit it. The seed also of Thy servants shall possess it, and they that love Thy name shall dwell therein.",True,B,2
763,763,763,763,763,763,763,763,763,763,763,763,763,763,For His mercy endureth forever,SBERT,4,96.38,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",True,C,1
768,768,768,768,768,768,768,768,768,768,768,768,768,768,For His mercy endureth forever,TF-IDF,4,17.4,Psalter,117,"O give thanks unto the Lord, for He is good; for His mercy endureth for ever. Let the house of Israel now say that He is good, for His mercy endureth for ever. Let the house of Aaron now say that He is good, for His mercy endureth for ever. Let all that fear the Lord now say that He is good, for His mercy endureth for ever. I called upon the Lord out of my trouble, and the Lord heard me, and set me at large. The Lord is my helper, and I will not fear what man shall do unto me. The Lord is my help, and I shall see my desire upon mine enemies. It is better to trust in the Lord than to trust in man. It is better to hope in the Lord than to hope in princes. All the nations compassed me about, but in the name of the Lord I warded them off. They compassed me, yea, they compassed me about; but in the name of the Lord I warded them off. They compassed me about, like bees around a honeycomb, and they kindled like fire among thorns; but in the name of the Lord I warded them off. I was thrust, and overturned, that I might fall; but the Lord was quick to help me. The Lord is my strength and my song, and is become my salvation. The voice of rejoicing and salvation is in the tabernacles of the righteous. The right hand of the Lord hath wrought mightily, the right hand of the Lord hath exalted me; the right hand of the Lord hath wrought mightily. I shall not die, but live, and declare the works of the Lord. The Lord hath chastened me sore, but He hath not given me over unto death. Open to me the gates of righteousness, and I will go in by them, and I will praise the Lord. This is the gate of the Lord; the just shall enter thereby. I will praise Thee, for Thou hast heard me, and art become my salvation. The stone which the builder rejected is become the head stone of the corner. This is the Lord's doing, and it is marvellous in our eyes. This is the day which the Lord hath made; let us rejoice and be glad in it. Save now, O Lord; O Lord, send now prosperity. Blessed is he that cometh in the name of the Lord; we have blessed you out of the house of the Lord. God is the Lord, and hath appeared unto us; appoint a feast with thick boughs, even to the horns of the altar. Thou art my God, and I will praise Thee; Thou art my God, and I will exalt Thee; I will praise Thee, for Thou hast heard me, and art become my salvation. O give thanks unto the Lord, for He is good; for His mercy endureth for ever.",True,D,0
490,490,490,490,490,490,490,490,490,490,490,490,490,490,Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,True,A,3
495,495,495,495,495,495,495,495,495,495,495,495,495,495,Psalms containing repeated rhetorical questions directed at God during moments of suffering,BERT,1,70.55,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,True,B,2
502,502,502,502,502,502,502,502,502,502,502,502,502,502,Psalms containing repeated rhetorical questions directed at God during moments of suffering,SBERT,1,97.44,Psalter,148,"Praise ye the Lord from the heavens; praise Him in the highest. Praise ye Him, all His angels; praise ye him, all His hosts. Praise ye Him, sun and moon; praise Him, all ye stars and light. Praise Him, ye heaven of heavens, and thou water that art above the heavens. Let them praise the name of the Lord; for He spake, and they were made; He commanded, and they were created. He hath established them for ever and ever; He hath made a decree, and it shall not pass away. Praise the Lord from the earth, ye dragons and all deeps. Fire, and hail, snow, and ice, stormy wind, fulfilling His word; Mountains, and all hills; fruitful trees, and all cedars; Beasts, and all cattle; creeping things, and winged fowl; Kings of the earth, and all peoples; princes, and all judges of the earth; Both young men and maidens; old men, and children; Let them praise the name of the Lord, for His name alone is exalted. His praise is above the earth and heaven, and He shall exalt the horn of His people, A hymn is meet for all His saints; even for the sons of Israel, for the people that draw near unto Him.",True,C,1
505,505,505,505,505,505,505,505,505,505,505,505,505,505,Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,1,11.06,Bible,13,For the End a psalm by David The fool says in his heart There is no God They are corrupt they are abominable in their habits There is none not even one who does good The Lord stooped down from heaven to look upon the sons of men To see if there were any who understood or sought God All turned aside and were altogether corrupted There was not even one doing good no not one Their throat is an open tomb They deal deceptively with their tongues The poison of serpents is under their lips Whose mouth is full of curses and bitterness Their feet are swift to shed blood Affliction and suffering are in their ways And the way of peace they have not known There is no fear of God before their eyes Doall the workers of lawlessness not know They eat up my people as they eat bread and they do not call upon the Lord They were in great fear where no fear was Because God is in the righteous generation You shamed the counsel of the poor man Because the Lord is his hope Who will bring about the salvation of Israel out of Zion When the Lord returns His people from captivity Let Jacob greatly rejoice and let Israel be glad,True,D,0
358,358,358,358,358,358,358,358,358,358,358,358,358,358,Love,TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,True,A,3
363,363,363,363,363,363,363,363,363,363,363,363,363,363,Love,BERT,4,37.93,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation.",True,B,2
369,369,369,369,369,369,369,369,369,369,369,369,369,369,Love,SBERT,4,95.68,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",True,C,1
373,373,373,373,373,373,373,373,373,373,373,373,373,373,Love,TF-IDF,4,10.39,Bible,86,A psalm of an ode for the sons of Korah His foundations are in the holy mountains The Lord loves the gates of Zion More than all the dwellings of Jacob Glorious things were said concerning you O city of God Pause I will make mention of Rahab and Babylon to those who know Me And behold foreigners and the people of Tyre and Ethiopia These were born there A man will say Mother Zion And a man was born in her For the Most High Himself founded it The Lord shall describe it in a written account of the peoples And of the rulers of those who were born in her Pause How glad are all who have their dwelling in you,True,D,0
754,754,754,754,754,754,754,754,754,754,754,754,754,754,For His mercy endureth forever,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,True,A,3
759,759,759,759,759,759,759,759,759,759,759,759,759,759,For His mercy endureth forever,BERT,5,76.24,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,True,B,2
761,761,761,761,761,761,761,761,761,761,761,761,761,761,For His mercy endureth forever,SBERT,5,96.05,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,1
769,769,769,769,769,769,769,769,769,769,769,769,769,769,For His mercy endureth forever,TF-IDF,5,12.82,Psalter,99,"Shout with jubilation unto God, all the earth; Serve the Lord with gladness; come before His presence with rejoicing. Know ye that the Lord, He is our God; it is He that hath made us, and not we ourselves; we are His people, and the sheep of His pasture. Enter into His gates with thanksgiving, and into His courts with hymns; be thankful unto Him, and praise His name. For the Lord is good; His mercy endureth for ever and ever, and His truth from generation to generation.",True,D,0
